Fecha_Registro;Sede;Cliente;Convenio;Prestación;DescripcionExamen;Área;Cantidad;Monto Neto
2025-01-07;Antofagasta;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;1;9382
2025-01-08;Santiago Centro;Particular;Particular;IMG-003;Mamografía;Imagenología;7;211193
2025-01-08;Santiago Centro;Isapre Andina;Isapre;TOM-001;Toma de muestra domicilio;Servicios;7;45392
2025-01-08;Santiago Centro;Clínica Asociada;Interclínico;ORI-001;Orina completa;Orina;5;26315
2025-01-08;Santiago Centro;Constructora Pacífico Ltda.;Empresa;QUI-002;Perfil lipídico;Química Clínica;10;89282
2025-01-08;Santiago Centro;Isapre Cumbre;Isapre;IMG-001;Radiografía de tórax;Imagenología;6;99308
2025-01-08;Santiago Centro;Particular;Particular;INM-001;Vitamina D;Inmunología;4;63616
2025-01-08;Santiago Centro;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;9;120761
2025-01-08;Santiago Centro;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;8;34227
2025-01-08;Santiago Centro;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;7;100092
2025-01-08;Providencia;Minera Norte SpA;Empresa;QUI-003;Glicemia;Química Clínica;2;7437
2025-01-08;Providencia;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;4;38850
2025-01-08;Providencia;Seguro Vida Austral;Seguro;MIC-001;Urocultivo;Microbiología;9;76276
2025-01-08;Providencia;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;2;13183
2025-01-08;Providencia;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;5;20177
2025-01-08;Providencia;Colegio San Martín;Empresa;INM-002;PCR ultrasensible;Inmunología;4;26398
2025-01-08;Las Condes;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;8;158375
2025-01-08;Las Condes;Constructora Pacífico Ltda.;Empresa;IMG-003;Mamografía;Imagenología;4;106039
2025-01-08;Las Condes;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;2;12893
2025-01-08;Las Condes;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;7;51717
2025-01-08;Las Condes;Particular;Particular;QUI-003;Glicemia;Química Clínica;1;4227
2025-01-08;Las Condes;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;5;20142
2025-01-08;Las Condes;Isapre Andina;Isapre;INM-003;Panel alergias;Inmunología;1;28370
2025-01-08;Maipú;Isapre Cumbre;Isapre;IMG-002;Ecografía abdominal;Imagenología;9;275869
2025-01-08;Maipú;Seguro Vida Austral;Seguro;QUI-003;Glicemia;Química Clínica;8;30082
2025-01-08;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;10;575592
2025-01-08;Maipú;Isapre Andina;Isapre;MIC-001;Urocultivo;Microbiología;5;38916
2025-01-08;Viña del Mar;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;4;39706
2025-01-08;Viña del Mar;Fonasa;Institucional;END-001;TSH;Endocrinología;2;17217
2025-01-08;Viña del Mar;Isapre Andina;Isapre;HEM-001;Hemograma completo;Hematología;8;64331
2025-01-08;Viña del Mar;Minera Norte SpA;Empresa;END-003;Insulina basal;Endocrinología;13;111309
2025-01-08;Viña del Mar;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;4;52972
2025-01-08;Viña del Mar;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;7;136710
2025-01-08;Valparaíso;Colegio San Martín;Empresa;HEM-002;Perfil de coagulación;Hematología;5;54212
2025-01-08;Valparaíso;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;9;135084
2025-01-08;Valparaíso;Isapre Cumbre;Isapre;MIC-001;Urocultivo;Microbiología;3;23776
2025-01-08;Valparaíso;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;10;153385
2025-01-08;Concepción;Isapre Cumbre;Isapre;INM-002;PCR ultrasensible;Inmunología;11;73565
2025-01-08;Concepción;Isapre Andina;Isapre;ORI-001;Orina completa;Orina;9;40207
2025-01-08;Concepción;Seguro Vida Austral;Seguro;KIN-001;Electrocardiograma;Cardiología;4;44922
2025-01-08;Concepción;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;8;78639
2025-01-08;Concepción;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;1;7913
2025-01-08;Concepción;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;13;122895
2025-01-08;Antofagasta;Minera Norte SpA;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;10;209815
2025-01-08;Antofagasta;Logística del Sur S.A.;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;1;22481
2025-01-08;Antofagasta;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;6;209959
2025-01-09;Santiago Centro;Centro Deportivo Cordillera;Empresa;INM-001;Vitamina D;Inmunología;5;65394
2025-01-09;Santiago Centro;Particular;Particular;MIC-002;Coprocultivo;Microbiología;2;21797
2025-01-09;Santiago Centro;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;2;29235
2025-01-09;Santiago Centro;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;4;50317
2025-01-09;Santiago Centro;Centro Deportivo Cordillera;Empresa;QUI-001;Perfil bioquímico;Química Clínica;7;92839
2025-01-09;Santiago Centro;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;1;11058
2025-01-09;Santiago Centro;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;2;70047
2025-01-09;Santiago Centro;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;1;8059
2025-01-09;Santiago Centro;Constructora Pacífico Ltda.;Empresa;INM-001;Vitamina D;Inmunología;6;85234
2025-01-09;Santiago Centro;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;7;173215
2025-01-09;Providencia;Fonasa;Institucional;ORI-001;Orina completa;Orina;3;16564
2025-01-09;Providencia;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;4;62702
2025-01-09;Providencia;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;5;119451
2025-01-09;Providencia;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;5;42479
2025-01-09;Providencia;Colegio San Martín;Empresa;IMG-003;Mamografía;Imagenología;8;211527
2025-01-09;Providencia;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;4;30607
2025-01-09;Providencia;Isapre Cumbre;Isapre;GEN-002;Panel genético básico;Biología Molecular;2;106551
2025-01-09;Providencia;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;8;263730
2025-01-09;Las Condes;Isapre Cumbre;Isapre;KIN-001;Electrocardiograma;Cardiología;7;85354
2025-01-09;Las Condes;Municipalidad Demo;Institucional;QUI-001;Perfil bioquímico;Química Clínica;4;58776
2025-01-09;Las Condes;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;3;36370
2025-01-09;Las Condes;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;11;86025
2025-01-09;Las Condes;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;19;186343
2025-01-09;Las Condes;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;6;68558
2025-01-09;Las Condes;Minera Norte SpA;Empresa;QUI-003;Glicemia;Química Clínica;5;18659
2025-01-09;Maipú;Isapre Cumbre;Isapre;IMG-003;Mamografía;Imagenología;7;189241
2025-01-09;Maipú;Particular;Particular;MIC-002;Coprocultivo;Microbiología;8;88297
2025-01-09;Maipú;Logística del Sur S.A.;Empresa;IMG-003;Mamografía;Imagenología;6;153959
2025-01-09;Maipú;Minera Norte SpA;Empresa;MIC-002;Coprocultivo;Microbiología;6;59679
2025-01-09;Maipú;Minera Norte SpA;Empresa;QUI-005;Creatinina;Química Clínica;8;31956
2025-01-09;Viña del Mar;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;3;30526
2025-01-09;Viña del Mar;Fonasa;Institucional;MIC-001;Urocultivo;Microbiología;11;104248
2025-01-09;Viña del Mar;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;4;64190
2025-01-09;Viña del Mar;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;4;32279
2025-01-09;Viña del Mar;Colegio San Martín;Empresa;END-003;Insulina basal;Endocrinología;5;41747
2025-01-09;Viña del Mar;Particular;Particular;MIC-002;Coprocultivo;Microbiología;7;75127
2025-01-09;Viña del Mar;Logística del Sur S.A.;Empresa;END-001;TSH;Endocrinología;5;39492
2025-01-09;Valparaíso;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;1;32506
2025-01-09;Valparaíso;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;5;77709
2025-01-09;Valparaíso;Constructora Pacífico Ltda.;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;6;129306
2025-01-09;Valparaíso;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;4;50572
2025-01-09;Valparaíso;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;11;82245
2025-01-09;Concepción;Particular;Particular;QUI-005;Creatinina;Química Clínica;1;4754
2025-01-09;Concepción;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;3;35810
2025-01-09;Antofagasta;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;9;90792
2025-01-09;Antofagasta;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;7;70909
2025-01-09;Antofagasta;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;9;165710
2025-01-10;Santiago Centro;Particular;Particular;MIC-001;Urocultivo;Microbiología;8;74120
2025-01-10;Santiago Centro;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;5;277982
2025-01-10;Santiago Centro;Centro Deportivo Cordillera;Empresa;QUI-001;Perfil bioquímico;Química Clínica;9;121387
2025-01-10;Santiago Centro;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;4;35210
2025-01-10;Santiago Centro;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;3;76547
2025-01-10;Santiago Centro;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;7;102681
2025-01-10;Santiago Centro;Minera Norte SpA;Empresa;GEN-001;Test PCR respiratorio;Biología Molecular;8;179795
2025-01-10;Santiago Centro;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;8;62687
2025-01-10;Santiago Centro;Constructora Pacífico Ltda.;Empresa;QUI-004;Perfil hepático;Química Clínica;8;85590
2025-01-10;Providencia;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;6;71522
2025-01-10;Providencia;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;4;38418
2025-01-10;Providencia;Constructora Pacífico Ltda.;Empresa;HEM-002;Perfil de coagulación;Hematología;4;43203
2025-01-10;Providencia;Constructora Pacífico Ltda.;Empresa;MIC-003;Test rápido Streptococo;Microbiología;8;55617
2025-01-10;Providencia;Minera Norte SpA;Empresa;QUI-005;Creatinina;Química Clínica;4;15459
2025-01-10;Las Condes;Isapre Cumbre;Isapre;END-002;Perfil tiroideo;Endocrinología;7;107518
2025-01-10;Las Condes;Minera Norte SpA;Empresa;INM-003;Panel alergias;Inmunología;7;196977
2025-01-10;Las Condes;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;1;7514
2025-01-10;Las Condes;Constructora Pacífico Ltda.;Empresa;KIN-001;Electrocardiograma;Cardiología;5;57641
2025-01-10;Las Condes;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;3;33338
2025-01-10;Las Condes;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;5;43324
2025-01-10;Las Condes;Isapre Cumbre;Isapre;QUI-004;Perfil hepático;Química Clínica;4;38963
2025-01-10;Las Condes;Seguro Vida Austral;Seguro;INM-002;PCR ultrasensible;Inmunología;3;20828
2025-01-10;Las Condes;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;12;286102
2025-01-10;Las Condes;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;4;27491
2025-01-10;Las Condes;Minera Norte SpA;Empresa;QUI-004;Perfil hepático;Química Clínica;7;72224
2025-01-10;Maipú;Minera Norte SpA;Empresa;HEM-002;Perfil de coagulación;Hematología;7;77492
2025-01-10;Maipú;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;7;230207
2025-01-10;Maipú;Particular;Particular;MIC-002;Coprocultivo;Microbiología;8;88673
2025-01-10;Maipú;Isapre Andina;Isapre;ORI-001;Orina completa;Orina;4;18407
2025-01-10;Maipú;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;5;85979
2025-01-10;Viña del Mar;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;7;233755
2025-01-10;Viña del Mar;Isapre Cumbre;Isapre;QUI-005;Creatinina;Química Clínica;5;21244
2025-01-10;Viña del Mar;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;6;46529
2025-01-10;Viña del Mar;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;7;52211
2025-01-10;Viña del Mar;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;14;825628
2025-01-10;Valparaíso;Isapre Cumbre;Isapre;IMG-001;Radiografía de tórax;Imagenología;1;17216
2025-01-10;Valparaíso;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;4;26763
2025-01-10;Valparaíso;Constructora Pacífico Ltda.;Empresa;ORI-001;Orina completa;Orina;7;33601
2025-01-10;Concepción;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;9;71944
2025-01-10;Concepción;Constructora Pacífico Ltda.;Empresa;IMG-001;Radiografía de tórax;Imagenología;6;96097
2025-01-10;Concepción;Seguro Vida Austral;Seguro;QUI-001;Perfil bioquímico;Química Clínica;1;13398
2025-01-10;Concepción;Isapre Andina;Isapre;MIC-001;Urocultivo;Microbiología;16;133724
2025-01-10;Concepción;Particular;Particular;INM-001;Vitamina D;Inmunología;3;47032
2025-01-10;Concepción;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;3;57492
2025-01-10;Concepción;Particular;Particular;QUI-003;Glicemia;Química Clínica;1;4013
2025-01-10;Antofagasta;Particular;Particular;QUI-003;Glicemia;Química Clínica;5;21912
2025-01-10;Antofagasta;Particular;Particular;ORI-001;Orina completa;Orina;7;38565
2025-01-10;Antofagasta;Colegio San Martín;Empresa;END-002;Perfil tiroideo;Endocrinología;8;115604
2025-01-10;Antofagasta;Isapre Andina;Isapre;IMG-003;Mamografía;Imagenología;12;315741
2025-01-11;Santiago Centro;Logística del Sur S.A.;Empresa;QUI-003;Glicemia;Química Clínica;3;10723
2025-01-11;Santiago Centro;Isapre Andina;Isapre;IMG-003;Mamografía;Imagenología;1;25020
2025-01-11;Santiago Centro;Colegio San Martín;Empresa;QUI-001;Perfil bioquímico;Química Clínica;6;75096
2025-01-11;Santiago Centro;Isapre Cumbre;Isapre;IMG-002;Ecografía abdominal;Imagenología;3;91737
2025-01-11;Santiago Centro;Isapre Andina;Isapre;HEM-001;Hemograma completo;Hematología;4;31321
2025-01-11;Santiago Centro;Isapre Andina;Isapre;END-003;Insulina basal;Endocrinología;2;16979
2025-01-11;Santiago Centro;Constructora Pacífico Ltda.;Empresa;INM-003;Panel alergias;Inmunología;2;56041
2025-01-11;Providencia;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;3;24213
2025-01-11;Providencia;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;2;8596
2025-01-11;Providencia;Colegio San Martín;Empresa;INM-003;Panel alergias;Inmunología;5;137719
2025-01-11;Providencia;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;4;72746
2025-01-11;Providencia;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;4;16122
2025-01-11;Providencia;Particular;Particular;INM-003;Panel alergias;Inmunología;4;136014
2025-01-11;Providencia;Seguro Vida Austral;Seguro;INM-001;Vitamina D;Inmunología;2;28279
2025-01-11;Providencia;Isapre Cumbre;Isapre;QUI-005;Creatinina;Química Clínica;3;12161
2025-01-11;Las Condes;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;2;19588
2025-01-11;Las Condes;Fonasa;Institucional;END-001;TSH;Endocrinología;3;25356
2025-01-11;Las Condes;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;2;25650
2025-01-11;Las Condes;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;5;43719
2025-01-11;Las Condes;Colegio San Martín;Empresa;MIC-001;Urocultivo;Microbiología;4;31949
2025-01-11;Maipú;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;1;12021
2025-01-11;Maipú;Isapre Andina;Isapre;QUI-001;Perfil bioquímico;Química Clínica;4;51851
2025-01-11;Maipú;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;2;38481
2025-01-11;Maipú;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;8;77568
2025-01-11;Maipú;Constructora Pacífico Ltda.;Empresa;INM-001;Vitamina D;Inmunología;1;13069
2025-01-11;Maipú;Isapre Andina;Isapre;INM-003;Panel alergias;Inmunología;2;57200
2025-01-11;Viña del Mar;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;3;24346
2025-01-11;Viña del Mar;Particular;Particular;ORI-001;Orina completa;Orina;5;26019
2025-01-11;Viña del Mar;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;6;183079
2025-01-11;Viña del Mar;Particular;Particular;INM-001;Vitamina D;Inmunología;1;15384
2025-01-11;Viña del Mar;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;3;22059
2025-01-11;Valparaíso;Centro Deportivo Cordillera;Empresa;IMG-002;Ecografía abdominal;Imagenología;5;148880
2025-01-11;Valparaíso;Seguro Vida Austral;Seguro;TOM-001;Toma de muestra domicilio;Servicios;1;6445
2025-01-11;Valparaíso;Isapre Cumbre;Isapre;IMG-002;Ecografía abdominal;Imagenología;1;30595
2025-01-11;Concepción;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;1;25450
2025-01-11;Concepción;Minera Norte SpA;Empresa;INM-003;Panel alergias;Inmunología;4;109041
2025-01-11;Concepción;Logística del Sur S.A.;Empresa;QUI-002;Perfil lipídico;Química Clínica;5;41786
2025-01-11;Concepción;Fonasa;Institucional;MIC-001;Urocultivo;Microbiología;4;36470
2025-01-11;Antofagasta;Minera Norte SpA;Empresa;MIC-003;Test rápido Streptococo;Microbiología;5;34079
2025-01-11;Antofagasta;Particular;Particular;QUI-005;Creatinina;Química Clínica;1;4628
2025-01-11;Antofagasta;Clínica Asociada;Interclínico;MIC-003;Test rápido Streptococo;Microbiología;1;7835
2025-01-11;Antofagasta;Municipalidad Demo;Institucional;INM-001;Vitamina D;Inmunología;3;46413
2025-01-12;Santiago Centro;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;1;6444
2025-01-12;Santiago Centro;Fonasa;Institucional;END-001;TSH;Endocrinología;1;9084
2025-01-12;Providencia;Centro Deportivo Cordillera;Empresa;END-003;Insulina basal;Endocrinología;1;8702
2025-01-12;Providencia;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;1;19719
2025-01-12;Providencia;Constructora Pacífico Ltda.;Empresa;END-002;Perfil tiroideo;Endocrinología;1;14847
2025-01-12;Las Condes;Seguro Vida Austral;Seguro;INM-003;Panel alergias;Inmunología;1;29471
2025-01-12;Las Condes;Particular;Particular;END-003;Insulina basal;Endocrinología;1;10350
2025-01-12;Las Condes;Particular;Particular;MIC-002;Coprocultivo;Microbiología;1;10491
